date,description,merchant,amount,type,payment_method,source,category,description_clean
2024-05-27,Payment to PVR Cinemas,PVR Cinemas,536.93,expense,Net Banking,csv_import,Entertainment,payment to pvr cinemas
2024-05-27,Vistara flight ticket,Vistara,13935.83,expense,Net Banking,manual,Travel,vistara flight ticket
2024-05-27,Netmeds consultation fee,Netmeds,4038.13,expense,Card,manual,Healthcare,netmeds consultation fee
2024-05-27,Payment to Local Restaurant,Local Restaurant,244.63,expense,Cash,manual,Food,payment to local restaurant
2024-05-27,Municipal Water Board bill payment,Municipal Water Board,3118.85,expense,Net Banking,manual,Bills & Utilities,municipal water board bill payment
2024-05-27,Payment to Amazon Prime,Amazon Prime,1233.36,expense,Card,manual,Entertainment,payment to amazon prime
2024-05-27,UPI-Blinkit-15212,Blinkit,2570.66,expense,Card,manual,Groceries,upi-blinkit-15212
2024-05-28,HCL Salary salary,HCL Salary,62100.0,income,Bank Transfer,manual,Salary,hcl salary salary
2024-05-28,Monthly salary - Employer Pvt Ltd,Employer Pvt Ltd,111000.0,income,Bank Transfer,excel_import,Salary,monthly salary - employer pvt ltd
2024-05-28,Monthly salary - HCL Salary,HCL Salary,93700.0,income,Bank Transfer,csv_import,Salary,monthly salary - hcl salary
2024-05-28,UPI-Local Kirana Store-35422,Local Kirana Store,2527.86,expense,Card,manual,Groceries,upi-local kirana store-35422
2024-05-28,Grocery - Blinkit,Blinkit,491.86,expense,UPI,excel_import,Groceries,grocery - blinkit
2024-05-28,Auto Rickshaw recharge,Auto Rickshaw,1544.65,expense,UPI,csv_import,Transport,auto rickshaw recharge
2024-05-28,LPG Gas Agency postpaid bill,LPG Gas Agency,451.95,expense,Net Banking,manual,Bills & Utilities,lpg gas agency postpaid bill
2024-05-28,NEFT-Employer Pvt Ltd-36811,Employer Pvt Ltd,100900.0,income,NEFT,excel_import,Salary,neft-employer pvt ltd-36811
2024-05-29,UPI-Vistara-71879,Vistara,9036.71,expense,Net Banking,csv_import,Travel,upi-vistara-71879
2024-05-29,KFC dine in,KFC,952.12,expense,UPI,csv_import,Food,kfc dine in
2024-05-29,INOX subscription,Unknown,1285.75,expense,Net Banking,manual,Entertainment,inox subscription
2024-05-29,NETFLIX MOVIE TICKETS,Netflix,141.74,expense,Net Banking,excel_import,Entertainment,netflix movie tickets
2024-05-29,KFC order #33160,KFC,1084.68,expense,UPI,csv_import,Food,kfc order #33160
2024-05-30,Payment to Subway,Subway,98.21,expense,UPI,manual,Food,payment to subway
2024-05-30,Metro Card Recharge recharge,Metro Card Recharge,1793.52,expense,Card,manual,Transport,metro card recharge recharge
2024-05-30,Blinkit order #66403,Blinkit,475.55,expense,Cash,excel_import,Groceries,blinkit order #66403
2024-05-30,Amazon online shopping,Amazon,6752.59,expense,Net Banking,excel_import,Shopping,amazon online shopping
2024-05-30,UPI-Local Clinic-89677,Local Clinic,2255.61,expense,UPI,manual,Healthcare,upi-local clinic-89677
2024-05-30,Library tuition fee,Library,8819.0,expense,Card,manual,Education,library tuition fee
2024-05-31,BookMyShow monthly plan,BookMyShow,574.61,expense,Card,manual,Entertainment,bookmyshow monthly plan
2024-05-31,Payment to Netflix,Netflix,883.94,expense,UPI,csv_import,Entertainment,payment to netflix
2024-05-31,Payment to Zomato,Zomato,896.43,expense,UPI,manual,Food,payment to zomato
2024-05-31,Payment to McDonalds,McDonalds,282.7,expense,Cash,manual,Food,payment to mcdonalds
2024-05-31,UPI-Swiggy-16429,Swiggy,200.6,expense,Card,manual,Food,upi-swiggy-16429
2024-05-31,UPI-Local Restaurant-73420,Local Restaurant,561.36,expense,UPI,csv_import,Food,upi-local restaurant-73420
2024-05-31,Zomato food delivery,Zomato,153.56,expense,Card,excel_import,Food,zomato food delivery
2024-05-31,Auto-debit Airtel,Airtel,2276.72,expense,Net Banking,excel_import,Bills & Utilities,auto-debit airtel
2024-05-31,Decathlon online shopping,Unknown,5785.69,expense,Card,manual,Shopping,decathlon online shopping
2024-05-31,Payment to Vistara,Vistara,15429.56,expense,Card,csv_import,Travel,payment to vistara
2024-05-31,IKEA order #84213,IKEA,3925.35,expense,Net Banking,manual,Shopping,ikea order #84213
2024-06-01,Payment to Big Bazaar,Big Bazaar,675.88,expense,UPI,manual,Shopping,payment to big bazaar
2024-06-01,NEFT-Employer Pvt Ltd-87415,Employer Pvt Ltd,42200.0,income,Bank Transfer,csv_import,Salary,neft-employer pvt ltd-87415
2024-06-01,Salary credit June,Company Payroll,111300.0,income,Bank Transfer,manual,Salary,salary credit june
2024-06-01,NEFT-Infosys Salary-47163,Infosys Salary,106200.0,income,Bank Transfer,manual,Salary,neft-infosys salary-47163
2024-06-01,Salary credit June,Acme Corp Payroll,59400.0,income,Bank Transfer,excel_import,Salary,salary credit june
2024-06-01,Monthly salary - Infosys Salary,Infosys Salary,49000.0,income,NEFT,manual,Salary,monthly salary - infosys salary
2024-06-01,Payment to Cafe Coffee Day,Cafe Coffee Day,1097.42,expense,UPI,manual,Food,payment to cafe coffee day
2024-06-01,Monthly salary - Infosys Salary,Infosys Salary,47900.0,income,NEFT,excel_import,Salary,monthly salary - infosys salary
2024-06-01,NEFT-Company Payroll-59911,Company Payroll,112800.0,income,NEFT,csv_import,Salary,neft-company payroll-59911
2024-06-01,Salary credit June,Employer Pvt Ltd,119100.0,income,NEFT,excel_import,Salary,salary credit june
2024-06-01,Salary credit June,Infosys Salary,45800.0,income,NEFT,csv_import,Salary,salary credit june
2024-06-01,Uber recharge,Uber,1388.08,expense,Card,excel_import,Transport,uber recharge
2024-06-02,Swiggy dine in,Swiggy,383.4,expense,UPI,manual,Food,swiggy dine in
2024-06-02,UPI-Local Restaurant-75044,Local Restaurant,446.05,expense,Cash,manual,Food,upi-local restaurant-75044
2024-06-02,UPI-Spotify-14582,Spotify,1169.87,expense,UPI,manual,Entertainment,upi-spotify-14582
2024-06-02,Payment to Decathlon,Decathlon,1696.94,expense,Card,csv_import,Shopping,payment to decathlon
2024-06-02,Payment to OYO Rooms,OYO Rooms,13794.87,expense,Net Banking,excel_import,Travel,payment to oyo rooms
2024-06-02,Fuel - Indian Oil,Unknown,1355.34,expense,Card,excel_import,Transport,fuel - indian oil
2024-06-03,Payment to Ajio,Ajio,3191.91,expense,Net Banking,excel_import,Shopping,payment to ajio
2024-06-03,Payment to Lakme Salon,Lakme Salon,241.23,expense,Card,csv_import,Personal Care,payment to lakme salon
2024-06-03,Payment to Cleartrip,Cleartrip,7088.19,expense,Net Banking,excel_import,Travel,payment to cleartrip
2024-06-03,Indian Oil ride payment,Indian Oil,1617.84,expense,Card,manual,Transport,indian oil ride payment
2024-06-03,MakeMyTrip flight ticket,MakeMyTrip,9784.26,expense,Net Banking,excel_import,Travel,makemytrip flight ticket
2024-06-03,BigBasket monthly groceries,BigBasket,3884.31,expense,Cash,excel_import,Groceries,bigbasket monthly groceries
2024-06-03,KFC online order,KFC,744.09,expense,UPI,manual,Food,kfc online order
2024-06-04,More Supermarket delivery,More Supermarket,2240.18,expense,Cash,csv_import,Groceries,more supermarket delivery
2024-06-04,Grocery - Reliance Fresh,Reliance Fresh,4022.87,expense,UPI,manual,Groceries,grocery - reliance fresh
2024-06-04,Zepto order #58969,Zepto,1280.72,expense,Card,excel_import,Groceries,zepto order #58969
2024-06-04,Uber ride payment,Uber,1982.3,expense,Card,manual,Transport,uber ride payment
2024-06-04,DMart delivery,DMart,540.17,expense,Card,excel_import,Groceries,dmart delivery
2024-06-05,Payment to Hotstar,Hotstar,901.19,expense,Net Banking,csv_import,Entertainment,payment to hotstar
2024-06-05,Fortis Hospital medicines,Fortis Hospital,1146.65,expense,Cash,excel_import,Healthcare,fortis hospital medicines
2024-06-05,UPI-Local Salon-72786,Local Salon,2852.93,expense,Card,manual,Personal Care,upi-local salon-72786
2024-06-05,Payment to Netflix,Netflix,827.27,expense,Net Banking,csv_import,Entertainment,payment to netflix
2024-06-05,1mg purchase,1mg,649.43,expense,Card,csv_import,Healthcare,1mg purchase
2024-06-05,Netflix subscription,Netflix,1134.03,expense,UPI,csv_import,Entertainment,netflix subscription
2024-06-05,Housing Society rent transfer,Housing Society,9487.06,expense,NEFT,excel_import,Rent,housing society rent transfer
2024-06-06,Haldiram's food delivery,Haldiram's,1106.26,expense,Cash,excel_import,Food,haldirams food delivery
2024-06-06,Bharat Petroleum trip,Bharat Petroleum,1075.76,expense,Card,manual,Transport,bharat petroleum trip
2024-06-06,More Supermarket delivery,More Supermarket,2476.01,expense,Card,manual,Groceries,more supermarket delivery
2024-06-06,McDonalds food delivery,McDonalds,915.32,expense,Cash,manual,Food,mcdonalds food delivery
2024-06-06,UPI-PVR Cinemas-95472,PVR Cinemas,160.38,expense,Card,csv_import,Entertainment,upi-pvr cinemas-95472
2024-06-06,POS-Reliance Trends-83852,Reliance Trends,1334.9,expense,UPI,csv_import,Shopping,pos-reliance trends-83852
2024-06-07,Metro Card Recharge trip,Metro Card Recharge,1519.31,expense,Cash,manual,Transport,metro card recharge trip
2024-06-07,MedPlus purchase,MedPlus,2329.51,expense,UPI,excel_import,Healthcare,medplus purchase
2024-06-07,Local Restaurant food delivery,Local Restaurant,501.55,expense,Cash,manual,Food,local restaurant food delivery
2024-06-07,Croma purchase,Croma,5444.61,expense,Net Banking,csv_import,Shopping,croma purchase
2024-06-07,Netflix movie tickets,Netflix,1034.2,expense,UPI,manual,Entertainment,netflix movie tickets
2024-06-08,Netflix movie tickets,Netflix,977.71,expense,Net Banking,csv_import,Entertainment,netflix movie tickets
2024-06-08,Nykaa service,Nykaa,640.75,expense,Cash,manual,Personal Care,nykaa service
2024-06-08,Swiggy dine in,Swiggy,235.02,expense,Card,excel_import,Food,swiggy dine in
2024-06-08,Local Salon membership renewal,Local Salon,802.88,expense,UPI,manual,Personal Care,local salon membership renewal
2024-06-08,Unacademy tuition fee,Unknown,990.67,expense,Card,csv_import,Education,unacademy tuition fee
2024-06-08,UPI-Uber-51551,Uber,1367.97,expense,UPI,excel_import,Transport,upi-uber-51551
2024-06-08,Auto-debit Jio,Jio,263.96,expense,Auto Debit,excel_import,Bills & Utilities,auto-debit jio
2024-06-08,UPI-Starbucks-60046,Starbucks,373.98,expense,Cash,manual,Food,upi-starbucks-60046
2024-06-08,KFC dine in,KFC,961.9,expense,Cash,csv_import,Food,kfc dine in
2024-06-08,Cafe Coffee Day food delivery,Cafe Coffee Day,160.21,expense,UPI,csv_import,Food,cafe coffee day food delivery
2024-06-08,Local Coaching Center subscription,Local Coaching Center,8079.14,expense,UPI,excel_import,Education,local coaching center subscription
2024-06-09,cafe coffee day food delivery   ,Cafe Coffee Day,314.21,expense,Cash,csv_import,Food,cafe coffee day food delivery
2024-06-09,Apollo Pharmacy purchase,Apollo Pharmacy,2602.0,expense,UPI,csv_import,Healthcare,apollo pharmacy purchase
2024-06-09,HP Petrol Pump booking,HP Petrol Pump,637.67,expense,Cash,manual,Transport,hp petrol pump booking
2024-06-09,Auto-debit Vodafone Idea,Vodafone Idea,732.99,expense,Net Banking,excel_import,Bills & Utilities,auto-debit vodafone idea
2024-06-09,ACT Fibernet postpaid bill,ACT Fibernet,1133.44,expense,Net Banking,excel_import,Bills & Utilities,act fibernet postpaid bill
2024-06-09,Decathlon online shopping,Decathlon,7496.89,expense,UPI,csv_import,Shopping,decathlon online shopping
2024-06-10,Big Bazaar purchase,Big Bazaar,1514.62,expense,Net Banking,excel_import,Shopping,big bazaar purchase
2024-06-10,UPI-Bharat Petroleum-88650,Bharat Petroleum,1115.94,expense,UPI,csv_import,Transport,upi-bharat petroleum-88650
2024-06-10,ACT Fibernet bill payment,ACT Fibernet,586.74,expense,Net Banking,excel_import,Bills & Utilities,act fibernet bill payment
2024-06-10,OYO Rooms booking,OYO Rooms,11062.33,expense,Net Banking,csv_import,Travel,oyo rooms booking
2024-06-10,Ola booking,Ola,1466.08,expense,Card,excel_import,Transport,ola booking
2024-06-10,UPI-Swiggy-24053,Swiggy,959.75,expense,Card,excel_import,Food,upi-swiggy-24053
2024-06-10,Yatra hotel booking,Yatra,5924.01,expense,Card,excel_import,Travel,yatra hotel booking
2024-06-11,Max Healthcare consultation fee,Max Healthcare,4751.2,expense,Card,manual,Healthcare,max healthcare consultation fee
2024-06-11,Payment to SonyLIV,SonyLIV,600.2,expense,Net Banking,manual,Entertainment,payment to sonyliv
2024-06-11,Fuel - Ola,Ola,1446.83,expense,UPI,manual,Transport,fuel - ola
2024-06-11,Lakme Salon membership renewal,Lakme Salon,1379.94,expense,UPI,csv_import,Personal Care,lakme salon membership renewal
2024-06-11,INOX movie tickets,INOX,356.89,expense,UPI,csv_import,Entertainment,inox movie tickets
2024-06-11,Tata Power monthly bill,Tata Power,1668.09,expense,Net Banking,excel_import,Bills & Utilities,tata power monthly bill
2024-06-11,BSES Electricity monthly bill,BSES Electricity,1350.39,expense,UPI,excel_import,Bills & Utilities,bses electricity monthly bill
2024-06-12,UPI-Municipal Water Board-81225,Municipal Water Board,1480.71,expense,UPI,manual,Bills & Utilities,upi-municipal water board-81225
2024-06-12,Payment to Health & Glow,Unknown,2404.65,expense,Card,csv_import,Personal Care,payment to health  glow
2024-06-12,Payment to IKEA,IKEA,4864.26,expense,Net Banking,csv_import,Shopping,payment to ikea
2024-06-13,Payment to Swiggy,Swiggy,993.0,expense,Card,csv_import,Food,payment to swiggy
2024-06-13,UPI-1mg-46216,1mg,3494.94,expense,Card,excel_import,Healthcare,upi-1mg-46216
2024-06-13,KFC online order,KFC,628.86,expense,Cash,csv_import,Food,kfc online order
2024-06-13,UPI-Dominos-78640,Dominos,230.89,expense,Cash,manual,Food,upi-dominos-78640
2024-06-13,More Supermarket order #29569,More Supermarket,2958.11,expense,UPI,manual,Groceries,more supermarket order #29569
2024-06-14,Ola booking,Ola,1618.33,expense,UPI,manual,Transport,ola booking
2024-06-14,Vistara flight ticket,Vistara,6835.96,expense,Card,csv_import,Travel,vistara flight ticket
2024-06-14,Jio monthly bill,Jio,1298.65,expense,Auto Debit,manual,Bills & Utilities,jio monthly bill
2024-06-14,UPI-Cult.fit-29687,Cult.fit,2463.08,expense,UPI,manual,Personal Care,upi-cultfit-29687
2024-06-15,KFC food delivery,KFC,858.3,expense,Card,csv_import,Food,kfc food delivery
2024-06-15,Haldiram's order #9314,Haldiram's,243.31,expense,UPI,excel_import,Food,haldirams order #9314
2024-06-15,UPI-1mg-59920,1mg,2679.1,expense,Card,excel_import,Healthcare,upi-1mg-59920
2024-06-15,Grocery - Blinkit,Blinkit,859.27,expense,Cash,manual,Groceries,grocery - blinkit
2024-06-15,Payment to Nykaa,Nykaa,7372.43,expense,Net Banking,csv_import,Shopping,payment to nykaa
2024-06-16,Cafe Coffee Day order #73168,Cafe Coffee Day,925.55,expense,Card,csv_import,Food,cafe coffee day order #73168
2024-06-16,UPI-Nykaa-86804,Nykaa,1816.04,expense,UPI,excel_import,Personal Care,upi-nykaa-86804
2024-06-16,UPI-Reliance Fresh-41130,Reliance Fresh,963.24,expense,Cash,excel_import,Groceries,upi-reliance fresh-41130
2024-06-16,Jio monthly bill,Jio,1003.44,expense,Auto Debit,manual,Bills & Utilities,jio monthly bill
2024-06-16,Indian Oil ride payment,Indian Oil,1089.49,expense,Card,manual,Transport,indian oil ride payment
2024-06-16,UPI-Udemy-25328,Udemy,500.32,expense,Net Banking,csv_import,Education,upi-udemy-25328
2024-06-16,BigBasket order #27559,BigBasket,562.42,expense,Cash,manual,Groceries,bigbasket order #27559
2024-06-16,IndiGo Airlines booking,IndiGo Airlines,15875.75,expense,Card,manual,Travel,indigo airlines booking
2024-06-17,UPI-Apollo Pharmacy-16501,Apollo Pharmacy,434.71,expense,Cash,manual,Healthcare,upi-apollo pharmacy-16501
2024-06-17,OYO Rooms flight ticket,Unknown,18347.25,expense,Card,manual,Travel,oyo rooms flight ticket
2024-06-17,Payment to Netmeds,Netmeds,2217.86,expense,UPI,manual,Healthcare,payment to netmeds
2024-06-17,Ajio order #81842,Ajio,1848.05,expense,UPI,manual,Shopping,ajio order #81842
2024-06-17,Airtel monthly bill,Airtel,2464.35,expense,UPI,manual,Bills & Utilities,airtel monthly bill
2024-06-18,Auto Rickshaw recharge,Auto Rickshaw,2405.05,expense,Cash,excel_import,Transport,auto rickshaw recharge
2024-06-18,Hotstar subscription,Hotstar,1173.48,expense,UPI,excel_import,Entertainment,hotstar subscription
2024-06-19,UPI-Spencer's-14644,Spencer's,3628.34,expense,Cash,csv_import,Groceries,upi-spencers-14644
2024-06-19,Indian Oil recharge,Indian Oil,1325.24,expense,UPI,manual,Transport,indian oil recharge
2024-06-19,More Supermarket delivery,More Supermarket,4451.71,expense,Card,excel_import,Groceries,more supermarket delivery
2024-06-19,Grocery - BigBasket,BigBasket,4173.89,expense,Cash,excel_import,Groceries,grocery - bigbasket
2024-06-19,INOX subscription,INOX,1413.85,expense,Net Banking,excel_import,Entertainment,inox subscription
2024-06-19,UPI-Local Restaurant-33760,Local Restaurant,717.62,expense,Card,excel_import,Food,upi-local restaurant-33760
2024-06-19,Ajio order #28600,Ajio,3296.96,expense,Card,manual,Shopping,ajio order #28600
2024-06-19,Bharat Petroleum recharge,Unknown,1463.32,expense,UPI,manual,Transport,bharat petroleum recharge
2024-06-19,Health & Glow service,Health & Glow,2143.2,expense,Card,manual,Personal Care,health  glow service
2024-06-20,KFC order #30379,KFC,557.82,expense,Card,csv_import,Food,kfc order #30379
2024-06-20,Auto-debit BSES Electricity,BSES Electricity,407.12,expense,Net Banking,manual,Bills & Utilities,auto-debit bses electricity
2024-06-20,Cafe Coffee Day dine in,Cafe Coffee Day,292.96,expense,Cash,csv_import,Food,cafe coffee day dine in
2024-06-20,Croma online shopping,Croma,2042.71,expense,Card,excel_import,Shopping,croma online shopping
2024-06-21,POS-Reliance Trends-38836,Reliance Trends,6289.77,expense,Net Banking,excel_import,Shopping,pos-reliance trends-38836
2024-06-21,Payment to Local Clinic,Local Clinic,4761.08,expense,Cash,csv_import,Healthcare,payment to local clinic
2024-06-21,Dominos order #34242,Dominos,566.75,expense,UPI,excel_import,Food,dominos order #34242
2024-06-21,Payment to Steam,Steam,615.26,expense,UPI,excel_import,Entertainment,payment to steam
